state,qdate,quarter_str,ave_intrate,pct_lt3,pct_3_4,pct_4_5,pct_5_6,pct_ge6,tot_loans,share_locked_in,mortgage_rate_30yr,rate_gap,permits,hpi,hpi_yoy,unemp_rate,zhvi,zhvi_yoy,new_listing_count,active_listing_count,median_days_on_market,median_listing_price,net_migration_lag1,covid_dummy,ln_permits,ln_new_listings,post_2022
NC,2022-07-01,2022Q3,3.9,23.0,39.1,20.0,9.6,8.2,1754.0,82.1,5.582333333333334,1.6823333333333337,21426.061543577707,609.25,22.08684848606297,3.766666666666667,318662.0178889708,19.17938883462831,48198.0,20397.0,40.333333333333336,415833.3333333333,9.8618567303,0,9.972409960240858,10.783093552935505,1
NC,2022-10-01,2022Q4,4.0,22.6,38.2,19.8,10.1,9.3,1762.0,80.60000000000001,6.689666666666667,2.6896666666666667,21203.35533886953,606.54,16.32019024240563,3.6999999999999997,317530.84037847753,15.35885118604796,32114.0,23982.0,56.666666666666664,403163.3333333333,9.8618567303,0,9.961961880072804,10.377078489691893,1
NC,2023-01-01,2023Q1,4.0,22.2,37.4,19.5,10.6,10.3,1770.0,79.1,6.358,2.3579999999999997,23177.14543302609,612.71,12.057866052159927,3.466666666666667,314594.57065283187,8.889911389428207,35452.0,20763.0,64.33333333333333,399816.6666666667,9.2569926828,0,10.050965106489635,10.475963154613808,1
NC,2023-04-01,2023Q2,4.1,21.7,36.4,19.2,10.9,11.8,1780.0,77.3,6.493833333333334,2.393833333333334,23633.057204834644,631.3,6.851494533021896,3.4,317008.4325233761,2.822447374901138,42670.0,18087.0,44.333333333333336,424483.3333333333,9.2569926828,0,10.07044405264262,10.661274811576522,1
NC,2023-07-01,2023Q3,4.1,21.3,35.5,18.8,11.0,13.4,1789.0,75.6,7.037333333333334,2.937333333333334,22517.72339591803,643.92,5.69060320065653,3.5,322336.66592800216,1.153149052207314,39930.0,20078.0,45.666666666666664,421166.6666666667,9.2569926828,0,10.022102393076578,10.594908243570373,1
NC,2023-10-01,2023Q4,4.2,20.9,34.8,18.5,10.9,14.9,1794.0,74.19999999999999,7.2923333333333344,3.0923333333333343,26363.23012456822,644.26,6.21888086523561,3.6,325877.06468921044,2.628476749151276,33942.0,23925.0,52.666666666666664,404633.3333333333,9.2569926828,0,10.17976345087705,10.432437926160665,1
NC,2024-01-01,2024Q1,4.2,20.6,34.2,18.3,10.9,16.0,1800.0,73.10000000000001,6.746166666666667,2.546166666666667,22766.34180543251,655.6,7.000048962804595,3.5,327553.448258402,4.119231167492332,39834.0,22637.0,57.666666666666664,396783.3333333333,9.169594585,0,10.03308241115529,10.592501201814466,1
NC,2024-04-01,2024Q2,4.3,20.2,33.3,17.9,10.9,17.8,1811.0,71.4,6.989999999999999,2.6899999999999995,24210.053817067208,670.53,6.214161254554096,3.6,331726.30175593006,4.6427374550892075,47462.0,24747.0,44.333333333333336,418746.3333333333,9.169594585,0,10.094564577157735,10.767705739117174,1
NC,2024-07-01,2024Q3,4.3,19.8,32.6,17.6,11.1,19.0,1818.0,70.0,6.509166666666666,2.2091666666666665,24809.178341293737,676.47,5.054975773388004,3.6666666666666665,332710.50661695265,3.2183247472279852,42246.0,30253.0,53.333333333333336,416093.0,9.169594585,0,10.11900926494271,10.65128862434712,1
NC,2024-10-01,2024Q4,4.4,19.4,31.8,17.4,11.6,19.8,1821.0,68.6,6.649333333333334,2.2493333333333334,21956.64777930707,680.2,5.578493154937458,3.7000000000000006,332708.6163413128,2.096358532815934,33700.0,33185.0,64.66666666666667,402250.0,9.169594585,0,9.99687077601146,10.425282789490705,1
