date,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2015-11-01,285.89,309.76,327.62,255.52,536.88,437.29,384.4,422.73,758.76,359.54,301.17,544.64,342.82,316.81,259.5,270.68,249.07,300.76,262.28,460.58,432.66,674.99,279.13,338.5,250.79,287.69,380.3,282.58,293.44,405.92,477.25,293.38,590.22,323.11,350.61,252.29,223.96,449.27,384.84,472.9,330.19,332.42,312.35,272.99,377.25,443.68,419.75,477.53,217.47,307.23,296.36
2015-12-01,285.89,309.76,327.62,255.52,536.88,437.29,384.4,422.73,758.76,359.54,301.17,544.64,342.82,316.81,259.5,270.68,249.07,300.76,262.28,460.58,432.66,674.99,279.13,338.5,250.79,287.69,380.3,282.58,293.44,405.92,477.25,293.38,590.22,323.11,350.61,252.29,223.96,449.27,384.84,472.9,330.19,332.42,312.35,272.99,377.25,443.68,419.75,477.53,217.47,307.23,296.36
2016-01-01,286.6,310.9,331.43,254.11,543.9,445.08,384.55,423.67,765.17,366.33,303.93,559.08,347.87,318.2,259.57,272.28,251.3,302.14,265.18,464.33,436.43,682.12,281.5,340.54,251.66,290.05,383.59,282.31,296.6,409.1,480.05,295.15,593.25,327.04,350.84,253.35,224.27,459.03,386.53,474.18,333.22,334.96,316.53,276.93,382.66,444.14,418.92,486.97,218.63,309.99,296.62
2016-02-01,286.6,310.9,331.43,254.11,543.9,445.08,384.55,423.67,765.17,366.33,303.93,559.08,347.87,318.2,259.57,272.28,251.3,302.14,265.18,464.33,436.43,682.12,281.5,340.54,251.66,290.05,383.59,282.31,296.6,409.1,480.05,295.15,593.25,327.04,350.84,253.35,224.27,459.03,386.53,474.18,333.22,334.96,316.53,276.93,382.66,444.14,418.92,486.97,218.63,309.99,296.62
2016-03-01,286.6,310.9,331.43,254.11,543.9,445.08,384.55,423.67,765.17,366.33,303.93,559.08,347.87,318.2,259.57,272.28,251.3,302.14,265.18,464.33,436.43,682.12,281.5,340.54,251.66,290.05,383.59,282.31,296.6,409.1,480.05,295.15,593.25,327.04,350.84,253.35,224.27,459.03,386.53,474.18,333.22,334.96,316.53,276.93,382.66,444.14,418.92,486.97,218.63,309.99,296.62
2016-04-01,290.62,313.23,338.4,257.82,553.56,460.8,386.55,427.44,781.82,375.6,312.19,561.57,354.18,322.4,264.5,275.05,256.24,307.74,268.52,468.58,441.05,691.69,287.48,348.16,253.19,293.82,385.37,288.15,304.34,414.77,485.84,299.95,602.68,331.9,352.84,257.82,226.44,475.77,392.4,484.15,338.6,337.88,322.36,284.0,391.44,450.07,425.89,504.54,220.13,314.34,299.15
2016-05-01,290.62,313.23,338.4,257.82,553.56,460.8,386.55,427.44,781.82,375.6,312.19,561.57,354.18,322.4,264.5,275.05,256.24,307.74,268.52,468.58,441.05,691.69,287.48,348.16,253.19,293.82,385.37,288.15,304.34,414.77,485.84,299.95,602.68,331.9,352.84,257.82,226.44,475.77,392.4,484.15,338.6,337.88,322.36,284.0,391.44,450.07,425.89,504.54,220.13,314.34,299.15
2016-06-01,290.62,313.23,338.4,257.82,553.56,460.8,386.55,427.44,781.82,375.6,312.19,561.57,354.18,322.4,264.5,275.05,256.24,307.74,268.52,468.58,441.05,691.69,287.48,348.16,253.19,293.82,385.37,288.15,304.34,414.77,485.84,299.95,602.68,331.9,352.84,257.82,226.44,475.77,392.4,484.15,338.6,337.88,322.36,284.0,391.44,450.07,425.89,504.54,220.13,314.34,299.15
2016-07-01,295.08,315.38,344.1,260.55,565.67,473.11,389.94,432.28,787.88,385.92,318.17,573.08,365.99,327.18,268.4,278.94,260.06,310.97,270.98,478.66,446.83,704.12,293.05,353.59,254.3,298.55,391.35,293.57,313.35,421.89,490.65,301.59,610.92,338.5,356.75,263.01,228.38,490.2,396.7,493.33,346.61,344.45,328.29,289.81,400.5,454.22,429.96,519.78,220.8,318.68,301.32
2016-08-01,295.08,315.38,344.1,260.55,565.67,473.11,389.94,432.28,787.88,385.92,318.17,573.08,365.99,327.18,268.4,278.94,260.06,310.97,270.98,478.66,446.83,704.12,293.05,353.59,254.3,298.55,391.35,293.57,313.35,421.89,490.65,301.59,610.92,338.5,356.75,263.01,228.38,490.2,396.7,493.33,346.61,344.45,328.29,289.81,400.5,454.22,429.96,519.78,220.8,318.68,301.32
2016-09-01,295.08,315.38,344.1,260.55,565.67,473.11,389.94,432.28,787.88,385.92,318.17,573.08,365.99,327.18,268.4,278.94,260.06,310.97,270.98,478.66,446.83,704.12,293.05,353.59,254.3,298.55,391.35,293.57,313.35,421.89,490.65,301.59,610.92,338.5,356.75,263.01,228.38,490.2,396.7,493.33,346.61,344.45,328.29,289.81,400.5,454.22,429.96,519.78,220.8,318.68,301.32
2016-10-01,294.17,313.38,349.55,261.91,572.48,480.06,390.15,435.5,801.25,392.25,320.83,578.48,367.58,327.96,269.99,280.17,261.76,312.81,272.59,482.8,448.38,710.52,295.17,355.41,258.58,299.88,393.84,294.31,317.38,424.42,492.3,306.06,616.21,340.14,356.3,262.66,228.68,497.72,397.65,500.66,347.34,346.56,332.63,292.71,405.06,454.11,431.76,526.99,221.69,320.72,300.85
2016-11-01,294.17,313.38,349.55,261.91,572.48,480.06,390.15,435.5,801.25,392.25,320.83,578.48,367.58,327.96,269.99,280.17,261.76,312.81,272.59,482.8,448.38,710.52,295.17,355.41,258.58,299.88,393.84,294.31,317.38,424.42,492.3,306.06,616.21,340.14,356.3,262.66,228.68,497.72,397.65,500.66,347.34,346.56,332.63,292.71,405.06,454.11,431.76,526.99,221.69,320.72,300.85
2016-12-01,294.17,313.38,349.55,261.91,572.48,480.06,390.15,435.5,801.25,392.25,320.83,578.48,367.58,327.96,269.99,280.17,261.76,312.81,272.59,482.8,448.38,710.52,295.17,355.41,258.58,299.88,393.84,294.31,317.38,424.42,492.3,306.06,616.21,340.14,356.3,262.66,228.68,497.72,397.65,500.66,347.34,346.56,332.63,292.71,405.06,454.11,431.76,526.99,221.69,320.72,300.85
2017-01-01,295.8,314.35,354.69,264.98,578.43,488.05,384.7,433.83,798.94,399.4,322.84,579.69,374.62,326.44,270.44,282.07,261.25,315.54,271.04,486.67,445.95,713.95,298.69,358.88,258.41,301.21,400.86,297.91,321.56,426.94,487.15,304.83,617.67,341.36,358.15,263.73,231.55,503.03,398.37,503.15,351.3,349.37,336.38,296.57,412.21,454.97,430.92,536.46,218.8,323.64,299.58
2017-02-01,295.8,314.35,354.69,264.98,578.43,488.05,384.7,433.83,798.94,399.4,322.84,579.69,374.62,326.44,270.44,282.07,261.25,315.54,271.04,486.67,445.95,713.95,298.69,358.88,258.41,301.21,400.86,297.91,321.56,426.94,487.15,304.83,617.67,341.36,358.15,263.73,231.55,503.03,398.37,503.15,351.3,349.37,336.38,296.57,412.21,454.97,430.92,536.46,218.8,323.64,299.58
2017-03-01,295.8,314.35,354.69,264.98,578.43,488.05,384.7,433.83,798.94,399.4,322.84,579.69,374.62,326.44,270.44,282.07,261.25,315.54,271.04,486.67,445.95,713.95,298.69,358.88,258.41,301.21,400.86,297.91,321.56,426.94,487.15,304.83,617.67,341.36,358.15,263.73,231.55,503.03,398.37,503.15,351.3,349.37,336.38,296.57,412.21,454.97,430.92,536.46,218.8,323.64,299.58
2017-04-01,299.33,315.63,363.82,265.7,590.42,505.22,390.15,436.13,818.58,409.21,331.5,586.5,389.21,330.77,275.55,285.93,268.41,321.88,274.52,490.13,454.23,732.53,306.87,369.32,258.8,307.41,404.26,306.41,332.16,436.65,495.13,307.69,627.32,351.57,356.94,271.3,234.31,518.83,405.67,512.43,357.38,356.96,344.97,305.37,425.99,460.18,439.67,557.35,221.36,331.34,302.86
2017-05-01,299.33,315.63,363.82,265.7,590.42,505.22,390.15,436.13,818.58,409.21,331.5,586.5,389.21,330.77,275.55,285.93,268.41,321.88,274.52,490.13,454.23,732.53,306.87,369.32,258.8,307.41,404.26,306.41,332.16,436.65,495.13,307.69,627.32,351.57,356.94,271.3,234.31,518.83,405.67,512.43,357.38,356.96,344.97,305.37,425.99,460.18,439.67,557.35,221.36,331.34,302.86
2017-06-01,299.33,315.63,363.82,265.7,590.42,505.22,390.15,436.13,818.58,409.21,331.5,586.5,389.21,330.77,275.55,285.93,268.41,321.88,274.52,490.13,454.23,732.53,306.87,369.32,258.8,307.41,404.26,306.41,332.16,436.65,495.13,307.69,627.32,351.57,356.94,271.3,234.31,518.83,405.67,512.43,357.38,356.96,344.97,305.37,425.99,460.18,439.67,557.35,221.36,331.34,302.86
2017-07-01,302.11,318.94,371.44,268.88,602.22,513.39,392.36,437.01,829.48,416.42,336.44,595.95,397.71,334.65,280.25,289.5,270.92,326.28,278.06,499.94,457.74,743.12,312.87,374.44,261.45,310.99,412.5,309.81,343.13,444.53,501.69,313.18,639.99,356.42,361.31,274.78,235.47,527.99,410.53,522.41,364.28,361.66,351.76,309.77,435.96,460.72,442.1,573.82,222.51,335.47,303.77
2017-08-01,302.11,318.94,371.44,268.88,602.22,513.39,392.36,437.01,829.48,416.42,336.44,595.95,397.71,334.65,280.25,289.5,270.92,326.28,278.06,499.94,457.74,743.12,312.87,374.44,261.45,310.99,412.5,309.81,343.13,444.53,501.69,313.18,639.99,356.42,361.31,274.78,235.47,527.99,410.53,522.41,364.28,361.66,351.76,309.77,435.96,460.72,442.1,573.82,222.51,335.47,303.77
2017-09-01,302.11,318.94,371.44,268.88,602.22,513.39,392.36,437.01,829.48,416.42,336.44,595.95,397.71,334.65,280.25,289.5,270.92,326.28,278.06,499.94,457.74,743.12,312.87,374.44,261.45,310.99,412.5,309.81,343.13,444.53,501.69,313.18,639.99,356.42,361.31,274.78,235.47,527.99,410.53,522.41,364.28,361.66,351.76,309.77,435.96,460.72,442.1,573.82,222.51,335.47,303.77
2017-10-01,304.17,319.45,375.79,271.1,610.8,520.33,392.38,441.57,834.8,424.5,339.88,598.45,403.97,335.25,282.51,290.45,271.78,326.94,279.1,505.5,460.58,749.05,314.68,375.78,262.45,313.51,413.9,311.56,351.79,447.93,502.91,314.14,645.54,358.16,359.67,275.61,236.74,531.15,411.67,529.05,365.9,362.85,356.32,312.52,441.73,466.83,443.82,582.43,225.97,335.98,306.91
2017-11-01,304.17,319.45,375.79,271.1,610.8,520.33,392.38,441.57,834.8,424.5,339.88,598.45,403.97,335.25,282.51,290.45,271.78,326.94,279.1,505.5,460.58,749.05,314.68,375.78,262.45,313.51,413.9,311.56,351.79,447.93,502.91,314.14,645.54,358.16,359.67,275.61,236.74,531.15,411.67,529.05,365.9,362.85,356.32,312.52,441.73,466.83,443.82,582.43,225.97,335.98,306.91
2017-12-01,304.17,319.45,375.79,271.1,610.8,520.33,392.38,441.57,834.8,424.5,339.88,598.45,403.97,335.25,282.51,290.45,271.78,326.94,279.1,505.5,460.58,749.05,314.68,375.78,262.45,313.51,413.9,311.56,351.79,447.93,502.91,314.14,645.54,358.16,359.67,275.61,236.74,531.15,411.67,529.05,365.9,362.85,356.32,312.52,441.73,466.83,443.82,582.43,225.97,335.98,306.91
2018-01-01,307.38,319.42,383.6,273.7,621.26,534.3,390.69,448.41,845.52,432.99,347.56,605.18,416.82,336.91,287.13,291.54,275.92,331.25,279.11,511.5,463.21,757.33,318.69,381.05,265.17,318.03,420.57,314.88,362.8,454.55,505.86,315.57,652.8,364.48,360.85,279.38,237.38,538.58,416.25,539.2,374.26,367.85,361.74,316.79,450.92,469.37,448.31,595.97,225.23,340.66,311.59
2018-02-01,307.38,319.42,383.6,273.7,621.26,534.3,390.69,448.41,845.52,432.99,347.56,605.18,416.82,336.91,287.13,291.54,275.92,331.25,279.11,511.5,463.21,757.33,318.69,381.05,265.17,318.03,420.57,314.88,362.8,454.55,505.86,315.57,652.8,364.48,360.85,279.38,237.38,538.58,416.25,539.2,374.26,367.85,361.74,316.79,450.92,469.37,448.31,595.97,225.23,340.66,311.59
2018-03-01,307.38,319.42,383.6,273.7,621.26,534.3,390.69,448.41,845.52,432.99,347.56,605.18,416.82,336.91,287.13,291.54,275.92,331.25,279.11,511.5,463.21,757.33,318.69,381.05,265.17,318.03,420.57,314.88,362.8,454.55,505.86,315.57,652.8,364.48,360.85,279.38,237.38,538.58,416.25,539.2,374.26,367.85,361.74,316.79,450.92,469.37,448.31,595.97,225.23,340.66,311.59
2018-04-01,311.84,320.69,391.72,276.5,633.11,547.93,393.56,450.03,858.12,441.36,355.7,610.02,435.66,339.08,293.83,297.18,281.02,335.8,279.81,520.25,467.41,771.65,326.45,389.86,265.04,323.0,429.58,321.57,378.02,463.6,510.41,320.54,660.34,372.81,362.69,285.16,240.56,551.98,421.87,546.63,378.73,371.84,369.73,323.66,465.99,475.3,453.73,617.01,228.24,349.21,310.82
2018-05-01,311.84,320.69,391.72,276.5,633.11,547.93,393.56,450.03,858.12,441.36,355.7,610.02,435.66,339.08,293.83,297.18,281.02,335.8,279.81,520.25,467.41,771.65,326.45,389.86,265.04,323.0,429.58,321.57,378.02,463.6,510.41,320.54,660.34,372.81,362.69,285.16,240.56,551.98,421.87,546.63,378.73,371.84,369.73,323.66,465.99,475.3,453.73,617.01,228.24,349.21,310.82
2018-06-01,311.84,320.69,391.72,276.5,633.11,547.93,393.56,450.03,858.12,441.36,355.7,610.02,435.66,339.08,293.83,297.18,281.02,335.8,279.81,520.25,467.41,771.65,326.45,389.86,265.04,323.0,429.58,321.57,378.02,463.6,510.41,320.54,660.34,372.81,362.69,285.16,240.56,551.98,421.87,546.63,378.73,371.84,369.73,323.66,465.99,475.3,453.73,617.01,228.24,349.21,310.82
2018-07-01,314.89,321.37,400.67,278.76,641.11,556.39,397.29,452.13,862.14,448.78,361.68,614.99,448.43,340.26,297.65,299.28,281.81,338.58,281.24,527.1,468.07,781.28,331.67,394.53,266.47,326.2,434.3,326.62,389.58,470.18,514.05,323.58,671.02,377.64,362.59,289.52,241.99,558.03,426.15,553.74,383.83,376.93,375.34,327.89,475.71,476.97,456.31,624.23,227.69,353.59,315.44
2018-08-01,314.89,321.37,400.67,278.76,641.11,556.39,397.29,452.13,862.14,448.78,361.68,614.99,448.43,340.26,297.65,299.28,281.81,338.58,281.24,527.1,468.07,781.28,331.67,394.53,266.47,326.2,434.3,326.62,389.58,470.18,514.05,323.58,671.02,377.64,362.59,289.52,241.99,558.03,426.15,553.74,383.83,376.93,375.34,327.89,475.71,476.97,456.31,624.23,227.69,353.59,315.44
2018-09-01,314.89,321.37,400.67,278.76,641.11,556.39,397.29,452.13,862.14,448.78,361.68,614.99,448.43,340.26,297.65,299.28,281.81,338.58,281.24,527.1,468.07,781.28,331.67,394.53,266.47,326.2,434.3,326.62,389.58,470.18,514.05,323.58,671.02,377.64,362.59,289.52,241.99,558.03,426.15,553.74,383.83,376.93,375.34,327.89,475.71,476.97,456.31,624.23,227.69,353.59,315.44
2018-10-01,315.33,320.45,405.37,280.96,641.02,558.03,395.13,455.82,874.53,452.24,363.75,618.06,456.38,339.58,299.79,300.05,284.27,340.07,281.69,529.48,466.13,782.07,332.35,393.73,268.49,329.13,439.12,327.02,395.26,472.14,514.57,325.95,671.28,380.27,364.31,290.06,242.7,559.12,425.98,555.27,385.4,380.71,379.01,328.84,481.86,476.19,456.52,625.6,227.46,354.7,317.81
2018-11-01,315.33,320.45,405.37,280.96,641.02,558.03,395.13,455.82,874.53,452.24,363.75,618.06,456.38,339.58,299.79,300.05,284.27,340.07,281.69,529.48,466.13,782.07,332.35,393.73,268.49,329.13,439.12,327.02,395.26,472.14,514.57,325.95,671.28,380.27,364.31,290.06,242.7,559.12,425.98,555.27,385.4,380.71,379.01,328.84,481.86,476.19,456.52,625.6,227.46,354.7,317.81
2018-12-01,315.33,320.45,405.37,280.96,641.02,558.03,395.13,455.82,874.53,452.24,363.75,618.06,456.38,339.58,299.79,300.05,284.27,340.07,281.69,529.48,466.13,782.07,332.35,393.73,268.49,329.13,439.12,327.02,395.26,472.14,514.57,325.95,671.28,380.27,364.31,290.06,242.7,559.12,425.98,555.27,385.4,380.71,379.01,328.84,481.86,476.19,456.52,625.6,227.46,354.7,317.81
2019-01-01,321.35,323.89,410.54,283.33,645.21,565.67,397.38,458.89,879.9,459.22,369.09,625.84,465.8,342.6,303.97,301.77,286.61,343.73,284.5,534.3,470.88,791.37,336.73,398.58,271.62,332.0,441.66,331.48,397.93,477.13,518.66,328.14,676.74,386.22,366.68,293.37,245.88,565.5,430.86,560.56,390.88,382.76,383.19,332.84,490.15,479.57,461.92,634.31,228.21,358.41,317.22
2019-02-01,321.35,323.89,410.54,283.33,645.21,565.67,397.38,458.89,879.9,459.22,369.09,625.84,465.8,342.6,303.97,301.77,286.61,343.73,284.5,534.3,470.88,791.37,336.73,398.58,271.62,332.0,441.66,331.48,397.93,477.13,518.66,328.14,676.74,386.22,366.68,293.37,245.88,565.5,430.86,560.56,390.88,382.76,383.19,332.84,490.15,479.57,461.92,634.31,228.21,358.41,317.22
2019-03-01,321.35,323.89,410.54,283.33,645.21,565.67,397.38,458.89,879.9,459.22,369.09,625.84,465.8,342.6,303.97,301.77,286.61,343.73,284.5,534.3,470.88,791.37,336.73,398.58,271.62,332.0,441.66,331.48,397.93,477.13,518.66,328.14,676.74,386.22,366.68,293.37,245.88,565.5,430.86,560.56,390.88,382.76,383.19,332.84,490.15,479.57,461.92,634.31,228.21,358.41,317.22
2019-04-01,325.87,327.76,418.74,286.7,651.78,574.63,403.63,466.57,885.71,465.22,376.67,627.4,481.99,347.67,309.55,305.53,291.83,349.24,287.32,546.81,478.94,803.28,343.58,406.06,274.98,338.12,450.5,338.56,404.02,486.27,526.6,335.87,687.97,393.11,371.65,299.69,247.91,574.86,439.11,570.7,399.08,388.79,390.81,338.68,500.09,491.01,470.9,647.25,231.58,365.0,326.4
2019-05-01,325.87,327.76,418.74,286.7,651.78,574.63,403.63,466.57,885.71,465.22,376.67,627.4,481.99,347.67,309.55,305.53,291.83,349.24,287.32,546.81,478.94,803.28,343.58,406.06,274.98,338.12,450.5,338.56,404.02,486.27,526.6,335.87,687.97,393.11,371.65,299.69,247.91,574.86,439.11,570.7,399.08,388.79,390.81,338.68,500.09,491.01,470.9,647.25,231.58,365.0,326.4
2019-06-01,325.87,327.76,418.74,286.7,651.78,574.63,403.63,466.57,885.71,465.22,376.67,627.4,481.99,347.67,309.55,305.53,291.83,349.24,287.32,546.81,478.94,803.28,343.58,406.06,274.98,338.12,450.5,338.56,404.02,486.27,526.6,335.87,687.97,393.11,371.65,299.69,247.91,574.86,439.11,570.7,399.08,388.79,390.81,338.68,500.09,491.01,470.9,647.25,231.58,365.0,326.4
2019-07-01,330.53,329.88,424.99,290.0,658.69,579.98,408.22,472.08,899.62,472.86,382.08,633.37,493.02,350.98,314.33,308.65,295.24,354.53,289.36,554.11,483.85,812.56,347.81,410.66,278.32,342.07,456.7,341.87,407.45,493.37,534.49,341.4,698.03,397.74,374.55,304.15,252.61,581.78,444.9,577.54,404.44,393.36,396.42,342.66,508.27,498.31,475.93,655.6,233.63,369.66,330.32
2019-08-01,330.53,329.88,424.99,290.0,658.69,579.98,408.22,472.08,899.62,472.86,382.08,633.37,493.02,350.98,314.33,308.65,295.24,354.53,289.36,554.11,483.85,812.56,347.81,410.66,278.32,342.07,456.7,341.87,407.45,493.37,534.49,341.4,698.03,397.74,374.55,304.15,252.61,581.78,444.9,577.54,404.44,393.36,396.42,342.66,508.27,498.31,475.93,655.6,233.63,369.66,330.32
2019-09-01,330.53,329.88,424.99,290.0,658.69,579.98,408.22,472.08,899.62,472.86,382.08,633.37,493.02,350.98,314.33,308.65,295.24,354.53,289.36,554.11,483.85,812.56,347.81,410.66,278.32,342.07,456.7,341.87,407.45,493.37,534.49,341.4,698.03,397.74,374.55,304.15,252.61,581.78,444.9,577.54,404.44,393.36,396.42,342.66,508.27,498.31,475.93,655.6,233.63,369.66,330.32
2019-10-01,334.38,330.08,432.35,292.28,662.96,584.8,410.64,475.02,905.32,478.93,385.9,639.41,504.57,352.63,317.64,310.59,297.1,356.71,291.81,561.72,485.59,820.08,350.29,413.06,279.56,346.63,462.93,343.87,410.22,498.93,538.15,344.2,705.39,402.8,376.13,306.96,253.87,587.22,447.81,584.96,408.22,398.29,401.33,345.21,515.74,498.88,479.44,663.04,236.42,372.06,334.84
2019-11-01,334.38,330.08,432.35,292.28,662.96,584.8,410.64,475.02,905.32,478.93,385.9,639.41,504.57,352.63,317.64,310.59,297.1,356.71,291.81,561.72,485.59,820.08,350.29,413.06,279.56,346.63,462.93,343.87,410.22,498.93,538.15,344.2,705.39,402.8,376.13,306.96,253.87,587.22,447.81,584.96,408.22,398.29,401.33,345.21,515.74,498.88,479.44,663.04,236.42,372.06,334.84
2019-12-01,334.38,330.08,432.35,292.28,662.96,584.8,410.64,475.02,905.32,478.93,385.9,639.41,504.57,352.63,317.64,310.59,297.1,356.71,291.81,561.72,485.59,820.08,350.29,413.06,279.56,346.63,462.93,343.87,410.22,498.93,538.15,344.2,705.39,402.8,376.13,306.96,253.87,587.22,447.81,584.96,408.22,398.29,401.33,345.21,515.74,498.88,479.44,663.04,236.42,372.06,334.84
2020-01-01,338.37,333.4,440.99,294.08,669.23,591.13,412.2,481.05,912.84,486.24,391.82,639.01,515.83,354.21,321.28,312.76,301.17,360.9,294.56,566.71,490.87,828.59,353.62,416.98,283.56,350.67,469.38,348.07,414.64,505.72,542.98,349.45,712.0,408.75,377.71,311.34,257.93,592.96,453.65,589.82,413.97,403.58,407.3,348.94,522.53,506.12,484.7,674.5,237.48,375.11,338.03
2020-02-01,338.37,333.4,440.99,294.08,669.23,591.13,412.2,481.05,912.84,486.24,391.82,639.01,515.83,354.21,321.28,312.76,301.17,360.9,294.56,566.71,490.87,828.59,353.62,416.98,283.56,350.67,469.38,348.07,414.64,505.72,542.98,349.45,712.0,408.75,377.71,311.34,257.93,592.96,453.65,589.82,413.97,403.58,407.3,348.94,522.53,506.12,484.7,674.5,237.48,375.11,338.03
2020-03-01,338.37,333.4,440.99,294.08,669.23,591.13,412.2,481.05,912.84,486.24,391.82,639.01,515.83,354.21,321.28,312.76,301.17,360.9,294.56,566.71,490.87,828.59,353.62,416.98,283.56,350.67,469.38,348.07,414.64,505.72,542.98,349.45,712.0,408.75,377.71,311.34,257.93,592.96,453.65,589.82,413.97,403.58,407.3,348.94,522.53,506.12,484.7,674.5,237.48,375.11,338.03
2020-04-01,343.24,336.7,448.73,296.78,676.9,598.1,416.58,484.51,915.03,492.48,395.98,647.38,525.53,356.19,325.03,314.42,304.1,364.99,297.41,575.41,495.42,837.12,357.34,420.36,284.06,353.15,470.48,350.79,419.87,513.12,548.19,353.48,717.88,412.37,377.05,314.47,259.78,600.54,457.78,597.41,417.23,405.33,411.92,351.61,532.0,508.49,490.09,684.75,239.87,377.85,339.79
2020-05-01,343.24,336.7,448.73,296.78,676.9,598.1,416.58,484.51,915.03,492.48,395.98,647.38,525.53,356.19,325.03,314.42,304.1,364.99,297.41,575.41,495.42,837.12,357.34,420.36,284.06,353.15,470.48,350.79,419.87,513.12,548.19,353.48,717.88,412.37,377.05,314.47,259.78,600.54,457.78,597.41,417.23,405.33,411.92,351.61,532.0,508.49,490.09,684.75,239.87,377.85,339.79
2020-06-01,343.24,336.7,448.73,296.78,676.9,598.1,416.58,484.51,915.03,492.48,395.98,647.38,525.53,356.19,325.03,314.42,304.1,364.99,297.41,575.41,495.42,837.12,357.34,420.36,284.06,353.15,470.48,350.79,419.87,513.12,548.19,353.48,717.88,412.37,377.05,314.47,259.78,600.54,457.78,597.41,417.23,405.33,411.92,351.61,532.0,508.49,490.09,684.75,239.87,377.85,339.79
2020-07-01,349.88,341.27,459.67,301.22,684.83,607.52,425.83,495.04,925.66,501.05,403.75,640.8,546.03,359.96,332.13,317.48,310.66,371.44,299.66,588.54,501.81,851.98,365.32,429.18,288.42,359.93,483.77,355.58,426.01,525.28,557.89,360.5,729.63,420.17,382.73,321.86,263.62,611.04,467.29,609.45,424.68,410.85,420.71,357.0,544.88,520.66,498.5,700.45,244.53,385.14,344.73
2020-08-01,349.88,341.27,459.67,301.22,684.83,607.52,425.83,495.04,925.66,501.05,403.75,640.8,546.03,359.96,332.13,317.48,310.66,371.44,299.66,588.54,501.81,851.98,365.32,429.18,288.42,359.93,483.77,355.58,426.01,525.28,557.89,360.5,729.63,420.17,382.73,321.86,263.62,611.04,467.29,609.45,424.68,410.85,420.71,357.0,544.88,520.66,498.5,700.45,244.53,385.14,344.73
2020-09-01,349.88,341.27,459.67,301.22,684.83,607.52,425.83,495.04,925.66,501.05,403.75,640.8,546.03,359.96,332.13,317.48,310.66,371.44,299.66,588.54,501.81,851.98,365.32,429.18,288.42,359.93,483.77,355.58,426.01,525.28,557.89,360.5,729.63,420.17,382.73,321.86,263.62,611.04,467.29,609.45,424.68,410.85,420.71,357.0,544.88,520.66,498.5,700.45,244.53,385.14,344.73
2020-10-01,357.23,344.17,475.92,308.57,698.99,620.0,437.39,502.52,946.08,514.48,412.17,651.06,571.27,364.49,340.17,322.39,316.82,378.93,303.34,609.87,511.08,869.02,372.87,436.95,293.4,366.99,499.64,362.56,435.68,540.46,569.64,368.2,745.71,430.51,387.45,329.49,268.56,627.68,475.38,627.53,433.11,421.23,431.02,365.05,563.82,534.83,507.69,719.01,247.39,392.92,352.62
2020-11-01,357.23,344.17,475.92,308.57,698.99,620.0,437.39,502.52,946.08,514.48,412.17,651.06,571.27,364.49,340.17,322.39,316.82,378.93,303.34,609.87,511.08,869.02,372.87,436.95,293.4,366.99,499.64,362.56,435.68,540.46,569.64,368.2,745.71,430.51,387.45,329.49,268.56,627.68,475.38,627.53,433.11,421.23,431.02,365.05,563.82,534.83,507.69,719.01,247.39,392.92,352.62
2020-12-01,357.23,344.17,475.92,308.57,698.99,620.0,437.39,502.52,946.08,514.48,412.17,651.06,571.27,364.49,340.17,322.39,316.82,378.93,303.34,609.87,511.08,869.02,372.87,436.95,293.4,366.99,499.64,362.56,435.68,540.46,569.64,368.2,745.71,430.51,387.45,329.49,268.56,627.68,475.38,627.53,433.11,421.23,431.02,365.05,563.82,534.83,507.69,719.01,247.39,392.92,352.62
2021-01-01,364.67,347.65,497.14,314.2,718.58,636.69,448.96,517.94,956.23,531.18,424.4,661.19,602.49,368.82,347.03,325.69,322.48,386.01,307.11,628.3,522.65,888.1,380.8,443.83,297.6,374.5,515.64,369.01,451.23,556.69,583.71,378.76,763.39,441.36,387.92,335.69,273.67,648.58,486.96,644.55,443.13,426.82,443.43,373.79,586.98,548.1,518.31,740.57,251.91,398.57,358.1
2021-02-01,364.67,347.65,497.14,314.2,718.58,636.69,448.96,517.94,956.23,531.18,424.4,661.19,602.49,368.82,347.03,325.69,322.48,386.01,307.11,628.3,522.65,888.1,380.8,443.83,297.6,374.5,515.64,369.01,451.23,556.69,583.71,378.76,763.39,441.36,387.92,335.69,273.67,648.58,486.96,644.55,443.13,426.82,443.43,373.79,586.98,548.1,518.31,740.57,251.91,398.57,358.1
2021-03-01,364.67,347.65,497.14,314.2,718.58,636.69,448.96,517.94,956.23,531.18,424.4,661.19,602.49,368.82,347.03,325.69,322.48,386.01,307.11,628.3,522.65,888.1,380.8,443.83,297.6,374.5,515.64,369.01,451.23,556.69,583.71,378.76,763.39,441.36,387.92,335.69,273.67,648.58,486.96,644.55,443.13,426.82,443.43,373.79,586.98,548.1,518.31,740.57,251.91,398.57,358.1
