date,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2000-11-01,2387.66125902709,148.251331702125,4991.82355873379,1230.19142792411,12688.1966410113,4664.46800733134,891.346355755966,415.860538968322,172.0,13822.2761812301,7878.53075108697,428.23324470752,996.067632166473,4344.41065196556,2933.2427091052,985.348884936658,827.211894377201,1731.43089595015,1077.52683842851,570.0738000812,2327.46487246195,1519.25868765614,3999.68673203756,2705.72323153028,1620.94483044984,1748.00405098381,146.765624418825,580.856865429601,3239.51825222869,508.721210231204,3160.65751169043,877.783191899104,3974.61838161095,5915.1213107716,116.208135471386,4238.61791141422,823.071426930552,2253.77212387241,3173.31269135915,188.966110864492,2480.87493654668,312.481706430073,2840.36023719372,11759.5147420903,1324.18164335125,231.480413165285,4518.92627501833,3694.43257846182,331.46747866629,2719.72874585024,145.962055957324
2000-12-01,1444.90375495054,203.237591674048,3835.42453443134,552.015924012679,12713.4124273991,4793.53613934984,659.086876778849,417.230710225403,55.0,13032.4251827463,7543.54190225155,407.233489884515,671.990318904843,3240.25204879921,2164.86471387644,667.486806982762,504.020150234233,1381.21837495781,1213.10746279093,300.580335086142,2303.77698797002,1234.5596976025,3709.11616238476,2187.22246764676,947.34028885267,1285.3092005199,272.818188813505,511.583788273065,2492.17493259807,509.316991408443,2127.06534859301,633.484306353873,3129.23712760102,5428.70847110005,177.791180147339,3285.45228054264,593.440031624668,1661.89919572501,2721.13315957175,237.051755737882,2506.82183548415,260.684909062908,2497.5063566698,9207.99202324567,1328.13856921621,159.043253259839,3287.4812638079,4350.95737344845,256.677174706845,1944.71540223128,83.4334295212262
2001-01-01,1766.46738094414,252.695660488083,4706.04829039507,653.419884443549,15950.1690371221,4524.89709600335,1009.85184304285,434.37154164054,107.0,12934.7648983652,8302.6307221071,408.835453361811,1054.22457463748,5199.39649211005,3353.11820652673,1029.50256912039,1711.59325548805,1336.663857537,1515.81830621281,424.85858353316,2166.01636152266,1481.6544064221,3769.04457829568,2768.42976633782,944.212033264058,2087.67082915316,167.759337814991,506.54230500799,3580.19435239717,470.856646641566,2426.24145324503,922.448906400608,2696.62066368847,8246.26223700416,179.327506631553,4267.07485131615,743.757687228781,1967.08462679047,2948.73493073579,214.057354943792,2503.63200886108,321.863851066524,3013.55631505397,13247.4083702953,1359.50527763424,213.707473417811,4233.60153496219,4130.82510753052,330.23989852853,2737.34333296602,158.064863297732
2001-02-01,1578.59066995122,286.292627872396,5768.53862676292,733.028490807253,10629.7962135017,4791.26789495554,1097.52984314123,436.282831303246,32.0,11913.3320105904,8117.41160467793,459.280967568497,955.569684107284,4150.93479770365,3532.84393487328,1003.79528283286,1400.12682212317,1333.62496358528,1075.60520788553,464.833003363782,2618.353445799,1715.97707486118,4636.84790346841,2268.4743571222,968.065952046192,1707.15364628617,270.302062025907,519.400568796435,2660.15811458254,571.71558312957,2230.50805999266,760.000438145756,5255.36638589385,5992.30326236144,222.720463953152,4121.85762973335,886.425214854249,1877.74664987182,2719.00181355837,215.636080699595,2385.70043892581,293.859683039515,2982.38032640221,11663.2498315957,1722.13599077166,229.734753643876,5385.52155446055,2948.24469561279,323.473731817719,2873.91763683326,120.715604469935
2001-03-01,1505.63546740238,243.147213480726,5217.80782775913,1154.99615461178,11935.7244002096,4348.31335494183,535.434567521231,445.891910792926,66.0,15580.636058526,7080.8822700366,322.393055700286,1278.01924809786,4299.64455306642,3350.05200487726,914.802182783054,1272.04370325711,1397.49327834089,1159.14991987964,416.487978609741,2244.50244553357,1227.90872405146,3907.68454807537,2677.02431059089,979.307467583674,2238.15416063535,181.428165635438,586.443236714488,3775.08559880306,468.043330113481,2162.9281180918,905.795215867033,3866.20024782795,6076.18466167388,177.81794836925,4396.03708551735,1093.86770930968,1762.54816746594,3243.07613855946,180.970050546238,2629.95726609989,302.387718959528,2864.9341531728,11847.5599499322,1606.15414016638,151.342763815252,4479.28761593641,3663.9658754319,365.338968445826,2858.51029796289,156.811222477502
2001-04-01,1422.5059960378,246.723481968372,4865.89045773631,861.24105928108,12151.4636721074,3878.07874065151,700.305456950356,460.437077652181,2.0,12907.2253051171,7664.20040259629,371.151359267503,900.387183644983,4295.31296425695,3176.13747825781,943.200807542141,923.481320677395,1445.40801729335,1133.48664884166,430.521561537357,2123.79069101634,1297.23976094314,4075.2087815211,2292.32966473694,896.494539719333,2111.27469478852,165.329254174707,650.447828245678,3687.01276519876,494.487914369277,1885.23615205311,852.408138987955,3773.7888564559,7052.28816309969,189.198338270128,3984.53925400623,870.582979417457,1644.51516545772,3240.40714408911,200.545131786791,2506.03559493733,375.624382664076,2831.08600302653,12274.9529882085,1342.28467160447,152.578153877268,4652.27631258927,3430.9349598789,318.04402916409,2698.6069640306,129.995153498115
2001-05-01,1581.06731774732,198.424236506898,4742.14178146196,782.748458321091,12092.3849991378,5322.09736090386,728.139796304535,459.141018933803,3.0,15587.1651693151,7776.24790313905,482.429531065525,1018.12972560591,4593.71099010686,3340.40509899753,1202.81579564248,1359.46006982896,1408.14148532402,1496.81503795737,550.341588026323,2286.66094385918,1505.46402775998,4073.59411496952,3069.18067792146,874.68001920461,1998.47696676907,207.519844070997,671.948711875788,2625.14261685761,551.436277704441,2023.37577451481,1206.2678252699,3568.81996505321,7145.19622632382,204.009401651126,4526.6241376866,1003.18553444787,1654.41391617061,3209.04963971591,206.295208658125,2697.5158659947,325.25506091816,2848.10888077639,12413.5475030799,1492.79097274488,214.53405901787,4058.09213995296,3311.46156216895,323.52256749952,2948.18895565543,229.086555963003
2001-06-01,1450.40696355957,226.161264732023,4672.58421389454,1172.54537030143,11909.5701038028,5111.57881193198,647.258970832572,461.846711825918,229.0,12530.6814050255,9127.50987488321,309.510234783047,1022.46077954608,4531.23743352149,3427.80567915748,917.868549611413,917.214298249506,1557.63936662677,1214.69342084473,503.495449117177,2633.11736560137,1277.08534879027,4216.45182478083,2730.44779939634,842.166116390751,1736.65726735286,290.897047513721,814.525527997474,2564.8320243512,525.157205324233,1914.83768359556,501.931593364192,3269.82362594889,6369.60094872245,281.551880700491,4975.55690838494,941.101311835812,1591.8798668649,3350.92253356425,212.264970652301,2419.98128681065,385.848910211594,3088.73420873872,11140.9642369717,1522.27002389675,180.261721105223,4005.38273802296,3340.03952115401,240.628153781419,2733.4305109124,150.021124189531
2001-07-01,1549.38427254539,303.585024489932,4964.46278397075,710.59201758715,10295.8548509493,4433.35613781508,730.630195244319,416.677227869608,18.0,13731.6900162354,8019.24800621015,390.965738517523,825.100149237217,4287.33778326666,2990.61664836664,793.221660769145,853.184861000392,1427.62303813404,1341.84652644292,501.139524081578,2493.63624641343,1464.69573103857,4627.60760967194,2761.61115540272,795.919769528923,2078.95874960896,204.97015413061,749.185980319419,2399.98435572754,513.19980315039,2496.5700188202,878.029260645457,3756.18572869334,6000.21660525413,132.644524909486,4196.54745680819,947.920143559699,1506.2806415615,3251.39278769527,190.911253785005,2508.08564559511,410.571977599558,2394.73764121088,11766.51589162,1511.49836800574,306.284811159393,3699.91649746242,3275.44611048854,313.31631534758,3195.65465647736,125.885444736065
2001-08-01,1807.72224901627,290.726475419357,4946.20021501384,968.414295991908,12794.9260392938,4942.89724467181,1063.4809264442,447.525594821198,1.0,14476.7297002364,7609.70110333889,409.112872328309,939.329173639826,4635.68345875357,3022.19017062428,885.943925914174,1259.15312129687,1601.42622849281,1300.14056754034,536.366382195019,2368.27882826256,1452.81056796523,3795.59115604143,2556.96702806281,824.853862709289,2195.20896863396,188.176946082734,754.522919947953,3716.3251981733,534.051430278276,2398.31926605513,867.36449621875,3944.08353107187,6256.97759374276,196.373585741945,4279.14343657233,1043.97066603002,1927.25143356307,3331.11476424187,195.544175787863,2996.90876662219,370.387462995889,3616.13277806279,11072.610662301,1424.51919789955,187.775441865871,3902.70448365489,3801.51336219505,384.335661093064,2954.75361849928,130.692096761561
